Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03 00:00:00,14.688667297363281,14.064000129699707,14.324000358581543,14.465999603271484,88849500.0,14.465999603271484
2017-01-04 00:00:00,15.199999809265137,14.287332534790039,14.316666603088379,15.13266658782959,168202500.0,15.13266658782959
2017-01-05 00:00:00,15.165332794189453,14.796667098999023,15.094667434692383,15.116666793823242,88675500.0,15.116666793823242
2017-01-06 00:00:00,15.354000091552734,15.029999732971191,15.128666877746582,15.267333030700684,82918500.0,15.267333030700684
2017-01-09 00:00:00,15.461333274841309,15.199999809265137,15.264666557312012,15.41866683959961,59692500.0,15.41866683959961
2017-01-10 00:00:00,15.466667175292969,15.12600040435791,15.466667175292969,15.324666976928711,54900000.0,15.324666976928711
2017-01-11 00:00:00,15.331999778747559,15.112000465393066,15.271332740783691,15.315333366394043,54762000.0,15.315333366394043
2017-01-12 00:00:00,15.380000114440918,15.038666725158691,15.27066707611084,15.305999755859375,56853000.0,15.305999755859375
2017-01-13 00:00:00,15.856666564941406,15.305999755859375,15.333333015441895,15.850000381469727,91395000.0,15.850000381469727
2017-01-17 00:00:00,15.997332572937012,15.624667167663574,15.779999732971191,15.70533275604248,69262500.0,15.70533275604248
2017-01-18 00:00:00,15.980667114257812,15.70533275604248,15.776666641235352,15.890666961669922,56535000.0,15.890666961669922
2017-01-19 00:00:00,16.57866668701172,16.049999237060547,16.483333587646484,16.250667572021484,115984500.0,16.250667572021484
2017-01-20 00:00:00,16.399999618530273,16.200666427612305,16.36400032043457,16.315332412719727,63064500.0,16.315332412719727
2017-01-23 00:00:00,16.72599983215332,16.366666793823242,16.389999389648438,16.594667434692383,93943500.0,16.594667434692383
2017-01-24 00:00:00,16.98666763305664,16.643333435058594,16.666667938232422,16.974000930786133,74482500.0,16.974000930786133
2017-01-25 00:00:00,17.230667114257812,16.786666870117188,17.15399932861328,16.96466636657715,77139000.0,16.96466636657715
2017-01-26 00:00:00,17.049333572387695,16.71666717529297,16.952667236328125,16.833999633789062,47281500.0,16.833999633789062
2017-01-27 00:00:00,16.866666793823242,16.56800079345703,16.7586669921875,16.863332748413086,47494500.0,16.863332748413086
2017-01-30 00:00:00,17.019332885742188,16.47333335876465,16.8353328704834,16.708667755126953,57016500.0,16.708667755126953
2017-01-31 00:00:00,17.05933380126953,16.51333236694336,16.615999221801758,16.795333862304688,61741500.0,16.795333862304688
2017-02-01 00:00:00,16.8799991607666,16.60333251953125,16.8700008392334,16.615999221801758,59382000.0,16.615999221801758
2017-02-02 00:00:00,16.827999114990234,16.513999938964844,16.555999755859375,16.770000457763672,37497000.0,16.770000457763672
2017-02-03 00:00:00,16.812000274658203,16.64533233642578,16.79400062561035,16.755332946777344,32800500.0,16.755332946777344
2017-02-06 00:00:00,17.187999725341797,16.708667755126953,16.733333587646484,17.184667587280273,53437500.0,17.184667587280273
2017-02-07 00:00:00,17.333332061767578,17.094667434692383,17.21266746520996,17.165332794189453,63672000.0,17.165332794189453
2017-02-08 00:00:00,17.55733299255371,17.079999923706055,17.156667709350586,17.472000122070312,58995000.0,17.472000122070312
2017-02-09 00:00:00,18.07866668701172,17.74333381652832,17.75,17.946666717529297,117303000.0,17.946666717529297
2017-02-10 00:00:00,18.06333351135254,17.74066734313965,17.986000061035156,17.948667526245117,54295500.0,17.948667526245117
2017-02-13 00:00:00,18.71933364868164,18.034000396728516,18.049333572387695,18.706666946411133,105444000.0,18.706666946411133
2017-02-14 00:00:00,19.159332275390625,18.573999404907227,18.601999282836914,18.73200035095215,110178000.0,18.73200035095215
2017-02-15 00:00:00,18.81599998474121,18.429332733154297,18.666667938232422,18.650667190551758,74218500.0,18.650667190551758
2017-02-16 00:00:00,18.666667938232422,17.899999618530273,18.50666618347168,17.93000030517578,106159500.0,17.93000030517578
2017-02-17 00:00:00,18.19266700744629,17.610000610351562,17.719999313354492,18.148666381835938,93856500.0,18.148666381835938
2017-02-21 00:00:00,18.760000228881836,18.267332077026367,18.363332748413086,18.492666244506836,85150500.0,18.492666244506836
2017-02-22 00:00:00,18.89666748046875,18.17333221435547,18.687332153320312,18.233999252319336,131325000.0,18.233999252319336
2017-02-23 00:00:00,17.643999099731445,17.03733253479004,17.600000381469727,17.06599998474121,223728000.0,17.06599998474121
2017-02-24 00:00:00,17.21666717529297,16.68000030517578,16.8439998626709,17.133333206176758,122574000.0,17.133333206176758
2017-02-27 00:00:00,16.55733299255371,16.134000778198242,16.544666290283203,16.415332794189453,171912000.0,16.415332794189453
